uuid,title,country_code,country,visits
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,US,United States,15
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,CH,Switzerland,5
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,IE,Ireland,4
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,BE,Belgium,3
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,DE,Germany,3
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,SG,Singapore,3
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,NL,Netherlands,2
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,AU,Australia,1
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,CA,Canada,1
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,FR,France,1
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,PH,Philippines,1
a19d248b-216e-4fe6-9fb0-e7487e257d8f,Designing sensor technology for estimating CO2 reductions through the adoption and use of improved cookstoves,RO,Romania,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",US,United States,25
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",CH,Switzerland,12
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",BE,Belgium,8
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",DE,Germany,4
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",GB,United Kingdom,3
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",SI,Slovenia,3
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",CA,Canada,2
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",NO,Norway,2
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",BR,Brazil,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",CN,China,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",ID,Indonesia,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",IN,India,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",KE,Kenya,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",KR,South Korea,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",MX,Mexico,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",NL,Netherlands,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",NZ,New Zealand,1
a224de60-3ef1-48fc-9a57-c0620678c0d3,"“My Flight Arrives at 5 am, Can You Pick Me Up?”: The Gatekeeping Burden of the African Academic",SG,Singapore,1
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",US,United States,23
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",CH,Switzerland,22
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",CN,China,21
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",MW,Malawi,12
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",SG,Singapore,6
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",BE,Belgium,5
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",FR,France,5
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",GB,United Kingdom,5
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",IE,Ireland,4
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",IT,Italy,3
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",AU,Australia,2
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",MA,Morocco,2
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",AR,Argentina,1
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",BR,Brazil,1
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",HN,Honduras,1
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",ID,Indonesia,1
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",LU,Luxembourg,1
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",VN,Vietnam,1
37211b9f-0228-4f50-830a-64e293a32970,"Air quality monitoring from open waste and incinerator burning in Cape Maclear, Malawi",ZA,South Africa,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,CN,China,113
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,US,United States,30
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,BE,Belgium,10
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,CH,Switzerland,7
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,SG,Singapore,6
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,DE,Germany,3
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,AU,Australia,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,BR,Brazil,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,FR,France,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,GB,United Kingdom,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,HK,Hong Kong SAR China,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,ID,Indonesia,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,IT,Italy,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,JP,Japan,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,MA,Morocco,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,PE,Peru,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,SE,Sweden,1
3448a9ae-8872-4eee-b2cd-a2867c3068c5,Thermal Analysis and Optimization Potential of Clamp Kilns for Fired Clay Brick Production,ZA,South Africa,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",US,United States,46
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",BE,Belgium,10
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",DE,Germany,7
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",CH,Switzerland,5
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",CN,China,4
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",HK,Hong Kong SAR China,2
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",IE,Ireland,2
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",AT,Austria,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",BJ,Benin,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",EG,Egypt,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",FI,Finland,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",GB,United Kingdom,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",ID,Indonesia,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",MW,Malawi,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",MX,Mexico,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",RU,Russia,1
5ead9712-a4aa-4df6-aac1-bffb9df9c356,"Innovating traditional building materials in Chembe, Malawi: assessing post-consumer waste glass and burnt clay bricks for performance and circularity",SC,Seychelles,1
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,CH,Switzerland,10
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,US,United States,10
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,BE,Belgium,8
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,DE,Germany,4
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,SG,Singapore,4
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,VN,Vietnam,4
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,ZA,South Africa,4
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,BR,Brazil,3
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,IN,India,2
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,AU,Australia,1
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,FR,France,1
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,KE,Kenya,1
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,MW,Malawi,1
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,NO,Norway,1
5dd3ca20-646d-4415-be9e-1296f6da75d0,biogasoutcomesmalawi: Data for 61 semi-structured interviews with biogas owners in Malawi,ZM,Zambia,1
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",US,United States,50
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",BE,Belgium,10
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",CH,Switzerland,7
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",CN,China,5
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",FR,France,5
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",IE,Ireland,4
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",AT,Austria,2
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",DE,Germany,2
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",HK,Hong Kong SAR China,2
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",CR,Costa Rica,1
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",FI,Finland,1
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",ID,Indonesia,1
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",KZ,Kazakhstan,1
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",SG,Singapore,1
5fbfb287-c706-47cf-a798-eda13d45788f,"Process Evaluation of ""The Hygienic Family"" Intervention: A Community-Based Water, Sanitation, and Hygiene Project in Rural Malawi",SI,Slovenia,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,CN,China,25
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,CH,Switzerland,14
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,US,United States,11
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,SG,Singapore,7
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,DE,Germany,5
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,BE,Belgium,4
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,FR,France,4
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,GB,United Kingdom,2
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,AE,United Arab Emirates,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,AR,Argentina,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,AU,Australia,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,HK,Hong Kong SAR China,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,ID,Indonesia,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,IQ,Iraq,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,NG,Nigeria,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,NL,Netherlands,1
73bd4693-0302-41e4-a005-8df84ae9b1ab,Measuring Effluent Flow in a Biogas Digester: A Practical and Affordable Tipping Bucket Design,PL,Poland,1
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,US,United States,11
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,FR,France,7
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,SG,Singapore,7
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,BE,Belgium,4
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,CH,Switzerland,3
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,DE,Germany,1
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,GB,United Kingdom,1
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,IL,Israel,1
7195d751-00f3-452b-8bb7-6ff043cf088b,Developing a turbidity sensor to enhance dewatering of blackwater,IN,India,1
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",SG,Singapore,13
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",US,United States,11
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",BE,Belgium,10
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",CN,China,4
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",CH,Switzerland,3
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",FR,France,3
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",CR,Costa Rica,1
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",DE,Germany,1
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",HK,Hong Kong SAR China,1
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",LT,Lithuania,1
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",NL,Netherlands,1
71b6c9af-23e2-46b5-85b1-d18aab71ae0e,"Sludge bomb: The impending sludge emptying and treatment crisis in Blantyre, Malawi",RU,Russia,1
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",CN,China,162
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",CH,Switzerland,121
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",GH,Ghana,43
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",US,United States,37
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",DE,Germany,17
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",BE,Belgium,10
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",NL,Netherlands,10
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",GB,United Kingdom,7
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",FR,France,6
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",ES,Spain,5
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",ID,Indonesia,5
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",TR,Turkey,5
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",ET,Ethiopia,4
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",HK,Hong Kong SAR China,4
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",ZA,South Africa,4
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",IE,Ireland,3
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",KR,South Korea,3
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",VN,Vietnam,3
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",AU,Australia,2
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",IN,India,2
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",PE,Peru,2
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",RU,Russia,2
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",SG,Singapore,2
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",AE,United Arab Emirates,1
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",AT,Austria,1
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",BR,Brazil,1
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",GR,Greece,1
7150aea7-b945-4c9b-985e-83b45a5ebf43,"Suitability of the Modified Bardenpho process for faecal sludge treatment in Kumasi, Ghana",IQ,Iraq,1
